,Astrocyte,CP,Dorsal Telencephalic IP,Dorsal Telencephalic NPC,Dorsal Telencephalic Neuron,EC,Glioblast,MC,Microglia,NC Derivatives,Neuroepithelium,Non-telencephalic NPC,Non-telencephalic Neuron,OPC,PSC,Ventral Telencephalic NPC,Ventral Telencephalic Neuron
COL1A1,0.06380424,0.19079243,0.021751141,0.031475153,0.033865705,0.032883365,0.06015737,2.5934315,0.4827063,2.3809419,0.3590635,0.26861462,0.0975037,0.0571684,1.1580746,0.04146142,0.019692881
COL1A2,0.3747197,0.6749176,0.03605585,0.064129345,0.020299505,0.0,0.21522887,3.175522,0.86848056,3.9006922,0.87264496,0.63021404,0.15968183,0.12169265,2.368369,0.23303221,0.1103392
COL2A1,0.01066061,0.4780364,0.08463135,0.4250023,0.007850727,0.00980527,0.025596943,0.24817961,0.0,0.673615,3.082153,0.60262823,0.07092625,0.09516263,4.678299,0.9172642,0.023228176
COL3A1,0.114932165,0.14352837,0.014026587,0.011593404,0.024431365,0.0,0.08777148,2.5210054,0.35778287,1.0850326,0.043410033,0.21139494,0.086849704,0.057731073,0.09600158,0.020504877,0.014030883
COL4A1,1.2862647,0.09081963,0.43172428,0.37153956,0.07650211,0.40145597,0.61587757,1.2104942,0.049996313,2.42481,1.210763,0.5579185,0.09796446,0.46119073,3.5732179,0.4409858,0.099358596
COL4A2,1.3288186,0.2739219,1.563339,1.2238209,0.32389107,0.28782994,0.8237094,1.5090199,0.0,3.0234067,1.9620736,1.1395649,0.41477835,0.7783059,3.0960782,1.0927422,0.37081808
COL4A3,0.005788946,0.035812303,0.0018870092,0.0018979808,0.004284712,0.0,0.004576795,0.048267126,0.0,0.014895713,0.020289123,0.025969522,0.019386828,0.016486533,0.033522107,0.005301945,0.011555248
COL4A4,0.010027507,0.03101642,0.0044941087,0.005705368,0.005962356,0.0,0.0060239206,0.043090407,0.0,0.012175425,0.022650447,0.035694677,0.026191132,0.012065696,0.11592811,0.01229819,0.02102292
COL4A5,1.2824465,1.1045727,0.61690503,1.0777125,0.08851983,0.23848896,0.9285662,1.1480045,0.0,0.20570868,2.1137009,1.3604118,0.112117924,0.34639204,2.690522,1.0587842,0.080593884
COL4A6,0.50300545,1.0097926,0.58952814,1.442045,0.09210064,0.074635655,0.534531,0.36439914,0.0,0.033444516,1.4814801,0.8126497,0.07386396,0.07546876,2.9228783,0.7740463,0.050914045
COL5A1,0.116041206,0.2531695,0.098204486,0.15327442,0.033478558,0.0061720703,0.1375242,1.447455,0.0,0.8220791,0.33055618,0.2834008,0.05717141,0.029684793,1.3401651,0.10067657,0.023313532
COL5A2,0.5702635,0.16250369,0.043845102,0.081691,0.030295398,0.38389874,0.33602333,1.4397798,0.10727154,2.4339502,0.40304855,0.41697603,0.09421607,0.22979008,0.6851666,0.33798134,0.06599455
COL5A3,0.36348194,0.05789331,0.0006858767,0.0024141807,0.0074951476,0.027509302,0.09070983,0.28552356,0.0,1.2540859,0.07555179,0.0371505,0.010837624,0.024688462,0.08926545,0.0049519264,0.009163994
COL6A1,1.9719849,1.2839848,0.6527733,1.0028431,0.7313301,0.73623914,1.4804715,3.779994,0.19709899,1.7294766,1.6325485,1.4653392,1.1197225,0.9508463,3.0491548,1.1735498,0.43193755
COL6A2,0.60189474,0.77315056,0.2947115,0.2995853,0.35446367,0.12647958,0.6992738,3.8209975,0.09679128,1.3939465,0.62504274,0.6946727,0.33673242,0.17401564,2.9916804,0.23496053,0.117732696
COL6A3,0.018815633,0.031603355,0.007897123,0.0065139337,0.011732291,0.006260775,0.015664088,1.360936,0.0,0.09043456,0.018427817,0.05376423,0.026980998,0.020226693,0.09962407,0.013002034,0.011330483
COL6A5,0.000346423,0.00014663572,0.00028045865,0.00011859505,0.00048137814,0.0,0.00023342342,0.006735661,0.0,0.00054042425,0.0012293506,0.0013615214,0.0028940008,0.0,0.013747373,0.0005154939,0.0002656415
COL6A6,0.015672041,0.0029387686,0.0008556491,0.0025414515,0.0038256743,0.0,0.0049738656,0.115993045,0.0,0.016921466,0.026828796,0.05400576,0.022446012,0.009461663,0.03472464,0.006823492,0.007306417
COL7A1,0.19708742,0.11480072,0.055421825,0.06218517,0.11231744,0.033190984,0.14206555,0.24722323,0.056376647,0.10745701,0.15424772,0.11754236,0.14889348,0.17852916,0.086017944,0.17327861,0.17442906
COL8A1,0.055960976,0.047814835,0.0027157015,0.004120927,0.0021070384,0.0,0.03315865,0.31580392,0.0,0.13266034,0.065714434,0.051001713,0.0063494453,0.036144134,0.0074309893,0.012657443,0.0045194346
COL8A2,0.012427279,0.1563682,0.0025498457,0.0016546325,0.0032877587,0.0,0.00727866,0.16501398,0.09979142,0.092940025,0.0087302085,0.02690693,0.007509062,0.004175834,0.0153797725,0.0018988185,0.00343475
COL9A1,0.10162298,0.8682036,0.46366745,0.4776119,0.027263839,0.0060696327,0.20776992,0.12456833,0.0,0.27841046,0.80318385,0.3253973,0.046561245,0.48070672,0.6287477,0.51586336,0.02827836
COL9A2,0.17862685,0.8376078,0.11867705,0.14038487,0.103765786,0.07346407,0.14022416,0.16638918,0.29146433,0.19560361,0.32276022,0.2127606,0.1801263,0.19975592,3.4182687,0.19266896,0.09570595
COL9A3,0.26943347,0.5550017,0.60552245,0.5659971,0.6249259,0.0074721673,0.43715855,0.7056221,0.15755795,0.6537324,0.20587772,0.13643053,0.07797698,0.55188197,0.8157507,0.2848741,0.30350366
COL10A1,0.009467832,0.0048032715,0.0016307248,0.0018781325,0.0018320184,0.0042265723,0.0018161301,0.044457648,0.0,0.0058527375,0.052206874,0.04285626,0.008122095,0.0045549236,0.003170844,0.0016658935,0.0015923531
COL11A1,1.7926695,0.82735044,1.0780625,1.2406708,0.16128966,0.10630208,1.7672466,0.5331886,0.0,0.42462948,0.88782716,0.72793776,0.13377981,1.12503,0.21340165,1.2344332,0.1897522
COL11A2,0.059968952,0.0541889,0.025777958,0.019991446,0.067349404,0.005902382,0.05589113,0.07280429,0.0,0.15079525,0.047442846,0.03791214,0.04216797,0.10214673,0.05817989,0.043673325,0.07748565
COL12A1,0.016433293,0.07290122,0.008091157,0.020734653,0.03293718,0.105006374,0.016449803,0.5273062,0.0,1.2260113,0.039937444,0.12178277,0.04704811,0.019184686,0.021315536,0.012935284,0.013049252
COL13A1,0.003748349,0.01158818,0.0019393947,0.006221129,0.012733851,0.0062143356,0.0049102814,0.2341425,0.0,0.060912643,0.2093992,0.024762873,0.036680143,0.0018294335,1.0344275,0.013330223,0.01207734
COL14A1,0.06362449,0.011259115,0.0030390478,0.0020828007,0.004577928,0.0,0.04042211,0.8265885,0.0,0.6857968,0.13374944,0.11997405,0.022397771,0.014126056,0.10331658,0.005817554,0.0068081305
COL15A1,0.0033613949,0.017612886,0.0024253062,0.0015526826,0.015053476,0.0,0.0036989155,0.42858535,0.14868143,0.47451934,0.016712729,0.012967339,0.014349292,0.016942104,0.019927211,0.0042588674,0.018043
COL16A1,0.26827577,0.09153579,0.06228778,0.034180965,0.17853965,0.016408551,0.1556859,0.7477859,0.052914746,0.31785825,0.036014207,0.06388614,0.038293883,0.0878075,0.14108361,0.02521092,0.055455264
COL17A1,0.025642088,0.01585079,0.0061235805,0.010813317,0.0030923097,0.007348362,0.011096535,0.036142487,0.0,0.014444292,0.045085173,0.030282136,0.009600075,0.008607826,0.06826452,0.008677175,0.0026315055
COL18A1,0.22490798,1.4444036,0.38842776,0.5406988,0.05573147,0.93447375,0.2525845,1.9486011,0.09778029,3.2977724,1.6656703,0.76557577,0.19869,0.11874543,4.5465245,0.44533017,0.04961521
COL19A1,0.0056023193,0.007686082,0.00084398023,0.0024389587,0.024414873,0.0,0.0055096527,0.0716486,0.0,0.47743335,0.033411317,0.020754406,0.040452313,0.02536822,0.17113595,0.0048695044,0.040305052
COL20A1,0.008367324,0.005788042,0.0028988558,0.003936455,0.011864685,0.001824927,0.011434903,0.04522241,0.0,0.37684965,0.011287586,0.020429676,0.01568226,0.45200342,0.003426828,0.009023943,0.013776596
COL21A1,0.04126883,0.25537762,0.0010108068,0.006029182,0.0035383424,0.06398325,0.027310712,0.72016203,0.0,0.07890992,0.08169704,0.16557176,0.030468356,0.12535463,0.09095184,0.003615621,0.0055866125
COL22A1,0.20005673,0.02863029,0.019656358,0.023639074,0.0034372606,0.00374438,0.14659588,0.056394935,0.0,0.13635476,0.059216667,0.053246487,0.0104035735,0.065852106,0.0,0.13940208,0.004457871
COL23A1,0.15340629,0.044432312,0.0019024665,0.003016505,0.008797697,0.0040445337,0.10495328,1.7931058,0.34614405,0.5005014,0.4973107,0.37360215,0.074270286,0.05493635,2.0315945,0.007485057,0.009445826
COL24A1,0.024396067,0.011950224,0.027219327,0.08664683,0.0077765384,0.0,0.011515131,0.24594465,0.0,0.031657405,0.036714002,0.075255014,0.020910287,0.01274634,0.020753246,0.036260646,0.013727843
COL25A1,0.033956766,0.12514606,0.0155864945,0.02817259,0.116909035,0.0017490732,0.028387733,0.34776205,0.0,0.18421525,0.3125235,0.16150154,0.103446186,0.028130878,0.116984196,0.053695634,0.20606294
COL26A1,0.06711846,0.33103052,0.04304699,0.07186149,0.13028264,0.009245153,0.059628133,0.35906684,0.045760706,0.06204587,0.67204744,0.22355549,0.23004378,0.087711215,0.8820648,0.14229742,0.22241713
COL27A1,0.52133274,0.19570164,0.09628101,0.14300956,0.04834847,0.15628764,0.37183306,0.7954919,0.11066567,0.38872167,0.61681354,0.4484742,0.061909914,0.21292605,0.9070632,0.1540414,0.041897833
COL28A1,0.06568958,0.019112138,0.009086177,0.0075445184,0.005019708,0.0,0.02262315,0.0636234,0.0,0.6553537,0.048716318,0.09360618,0.0391469,0.0232477,0.016385324,0.011956977,0.007169751
LAMA1,0.39501756,0.1843522,0.24740112,0.29941985,0.02536973,0.09764582,0.3708405,0.2562135,0.0,0.8724972,1.2654274,0.49722266,0.1336248,0.13761966,2.9301703,0.5024438,0.04665068
LAMA2,0.10393133,0.15775289,0.0026411025,0.0042433026,0.008612514,0.15466857,0.06176056,0.6917634,0.0,0.99406374,0.09207644,0.17873473,0.039334472,0.030272124,0.05238085,0.009941387,0.01037719
LAMA3,0.024151754,0.0505344,0.037490442,0.088101886,0.006202784,0.0,0.07384556,0.06192251,0.0,0.016756939,0.02493447,0.07882943,0.019498542,0.005497083,0.011230537,0.03755008,0.015029171
LAMA4,1.3343791,0.06855011,0.010132208,0.038760036,0.014030583,0.06851512,0.5888463,1.0547061,0.056589372,2.4401653,0.120120645,0.2545902,0.043773457,0.86551845,0.13041283,0.17886885,0.0303251
LAMA5,0.75143063,0.580221,0.21966025,0.2500566,0.14727318,0.7401965,0.45387575,0.6997436,0.10097171,0.19444354,0.54575443,0.301101,0.16188782,0.4486007,0.9969511,0.33679068,0.23266637
LAMB1,0.14650097,1.1927409,0.053302195,0.052160185,0.2386492,0.28206053,0.14370595,1.1273689,0.10744474,2.2131612,0.98213196,0.35404107,0.3070358,0.2465402,2.5995617,0.11477227,0.21375687
LAMB2,1.7194344,0.6247846,0.101594165,0.24688299,0.040479958,0.30725098,0.88478863,1.4213331,0.16247506,0.99244064,0.7262477,0.54881954,0.049519233,0.24977656,0.65233696,0.366647,0.044641115
LAMB3,0.01308643,0.00786287,0.0050428207,0.0020269493,0.008695501,0.02576414,0.013369587,0.02442065,0.04601873,0.016314799,0.0047010486,0.013387732,0.07901522,0.020662213,0.040836133,0.010155729,0.081394665
LAMB4,0.049735937,0.0045621265,0.013949032,0.0048932023,0.023867013,0.0062343543,0.02618728,0.069350615,0.0,0.037163705,0.034182645,0.13441597,0.070805185,0.0507095,0.0052052215,0.019233808,0.0249065
LAMC1,1.1432275,0.46499935,0.24481809,0.21261618,0.25321394,0.40852785,0.66268915,1.23177,0.052898224,2.8949125,1.1167725,0.5320186,0.18265225,0.5616586,2.9181955,0.3900833,0.12556441
LAMC2,0.066717006,0.027070735,0.014741799,0.009765922,0.044102985,0.025801484,0.031981613,0.04963966,0.0,0.03989388,0.019804183,0.028162044,0.043023,0.021308804,0.36963275,0.014549378,0.032030784
LAMC3,0.0025853189,0.005217262,0.0017894851,0.0025804166,0.0045676306,0.0017375776,0.0037143931,0.22562896,0.046054196,0.02790495,0.017043937,0.011259482,0.0036563359,0.0024097436,0.3592906,0.004871199,0.0023671514
ACAN,0.010780182,0.0028789449,0.008024033,0.0051058414,0.0076616253,0.007965829,0.0076873,0.045483176,0.05254765,0.18532088,0.019094164,0.008587089,0.0039537842,0.090445414,0.036176328,0.007133741,0.003269264
VCAN,2.0443466,1.1282237,2.8999674,3.7807956,2.2949727,1.6157343,2.3028743,2.2858067,0.7029773,2.5333395,3.4048247,2.08478,1.522528,1.7610567,5.255893,2.8080845,2.6825142
NCAN,3.742564,0.27699283,0.81164247,0.6729112,1.8500344,0.84194815,2.9365337,0.16827358,0.11555272,0.037971396,0.4592343,0.46696422,1.0589159,1.8246242,0.14024755,1.0285008,1.5471356
BCAN,6.2849054,0.083449356,0.12141867,0.52348125,0.19481786,0.19489531,4.541175,0.4611838,0.10615137,2.464947,0.09649925,0.55576694,0.095897414,5.8622866,0.038753856,0.93172455,0.42179915
DCN,0.16745046,0.46306294,0.013936357,0.0069431295,0.030563897,0.0020278418,0.16323996,5.752094,0.32171667,0.7089714,0.09351184,0.28467926,0.10604797,0.3000791,0.03706768,0.014106977,0.03598855
BGN,0.157989,0.14327423,0.0046843393,0.012492814,0.0093482835,0.0,0.048615117,0.96005213,0.052829113,0.92891085,0.09793284,0.04804841,0.0109747015,0.011236578,0.7228142,0.031006128,0.005795239
LUM,0.15348469,0.07308177,0.0116423145,0.034420695,0.02251232,0.05013519,0.16682334,4.0265737,0.27864474,0.40048155,0.2596399,0.32549745,0.07088154,0.10360284,0.121319145,0.053428926,0.012736119
FMOD,0.00506949,0.011992908,0.000712743,0.0012769502,0.00039911925,0.0,0.0039323457,0.19688857,0.056589372,0.012671795,0.008156668,0.0061753257,0.0018720363,0.0011555306,0.18125254,0.0017033041,0.0006381761
PRELP,0.113384895,0.06560658,0.00695401,0.008262564,0.01773303,0.019922405,0.060743336,0.14098044,0.045730345,0.33888972,0.14042288,0.0641151,0.008773628,0.023972543,0.21453872,0.03251556,0.0058691385
OMD,0.005633096,0.004464612,0.007100209,0.0038829383,0.0043533677,0.0,0.0038809658,0.08634257,0.0,0.019336533,0.04245006,0.024537478,0.009187903,0.016738826,0.0034346296,0.012114158,0.006519473
OGN,0.031441603,0.013008974,0.004969637,0.0031628907,0.0052210605,0.0055224192,0.011909848,0.753779,0.043408,0.20817116,0.054381,0.043210823,0.015309015,0.01645201,0.006417873,0.009210493,0.00539153
ASPN,0.012299234,0.048124954,0.016121598,0.008697002,0.006947016,0.0,0.009429595,0.36890036,0.0,0.034125883,0.06324775,0.047925197,0.016150784,0.028639631,0.0023539856,0.01754184,0.0067761224
CHAD,0.0010669433,0.00040384484,0.0,0.00014695195,0.00015733551,0.0,8.588759e-05,0.0037993265,0.0,0.011392215,0.0018927047,0.0035242687,0.00048183367,0.03459701,0.0,0.00019512598,7.443564e-05
KERA,0.00038162374,0.00027362685,0.0,0.000148731,0.00038456637,0.0,0.0002342669,0.031900678,0.0,0.0010859398,0.00044402643,0.0012011643,0.00019016911,0.0,0.0,0.0,4.2352032e-05
OPTC,0.00058910757,0.004603348,0.0011768147,0.0003999396,0.0016725538,0.019990973,0.0013620321,0.0025577901,0.0,0.0034636764,0.04627646,0.0043474864,0.004374769,0.009480599,0.14691219,0.0034117608,0.0007279136
EPYC,0.0002907873,0.0014459703,0.0,1.9029865e-05,3.7340826e-05,0.0,0.00074690976,0.025265196,0.0,0.0032222408,0.000575566,0.0011671939,0.0013137027,0.0025313515,0.0,0.0,8.921079e-05
HSPG2,0.123288535,0.32895476,0.08331953,0.15563627,0.027164254,0.073596224,0.12815455,0.5514974,0.17806883,1.4618841,0.74629635,0.2560547,0.04446695,0.074577756,1.8437368,0.17897175,0.027724039
AGRN,0.803812,0.5265174,0.44897503,0.5676793,0.5980954,0.40273854,0.63190967,0.7221687,0.17200178,0.8047126,0.94483185,0.702155,0.55240816,0.5853908,1.9246092,0.67350537,0.39391404
SDC1,0.033660226,0.17521288,0.27984333,0.27461872,0.113888465,0.06448956,0.11827174,0.30886966,0.15272103,0.24121457,0.72631615,0.30254117,0.1870983,0.09940437,0.6701573,0.47735128,0.12891623
SDC2,2.3180337,1.7450716,1.1323498,0.5528289,0.15266763,0.56552917,1.7420746,2.761629,0.52125955,0.46162057,2.2527165,1.7322403,0.47517106,0.3529997,2.2331882,1.02449,0.239967
SDC3,3.003488,0.37915698,0.32651335,0.24264082,0.71468216,0.24785586,1.5777117,1.0987383,0.5147067,1.4189558,0.7687046,0.71200013,0.99943745,2.3693554,1.0471272,0.7253367,0.7812954
SDC4,0.3295237,0.2857825,0.15137942,0.09850123,0.00812694,0.06269208,0.2111864,0.43732432,0.052829113,0.24990423,0.54071957,0.23033035,0.015543215,0.04205746,1.9991795,0.17358455,0.009960806
GPC1,1.766958,0.93585247,1.6515257,2.8258698,1.0014318,0.25121433,1.7836893,1.1480261,0.15857914,0.94981116,0.87233835,0.90859264,0.7209538,1.0511295,1.2197342,1.8193924,0.84332275
GPC3,0.06572714,0.9681247,0.17218976,0.49188834,0.031195482,0.6005633,0.2434315,1.0043272,0.27438954,0.17754266,2.5196142,1.0688999,0.16485228,0.22157764,3.4974663,0.7729624,0.09770662
GPC4,0.8368436,0.71474767,1.0874361,1.6961665,0.32322258,0.35112968,1.1175951,0.74602604,0.098365225,0.21840562,0.9107604,0.9143612,0.1057906,0.3305354,2.8752604,1.6104275,0.4128318
GPC5,0.2475693,0.03226158,0.0066275713,0.015302595,0.021814752,0.0,0.027344236,0.12584558,0.054384016,0.030887939,0.22725804,0.15251091,0.20475362,0.06128038,0.006517375,0.010907924,0.013863076
GPC6,1.2535187,0.74724996,1.2074243,1.1839887,0.38212496,0.020115826,1.235538,0.6546278,0.0,0.19202362,1.8911378,1.0411361,0.47132277,1.0223113,1.1648234,1.1949524,0.3227891
